0.037378,0.052902
0.037095,0.053571
0.036499,0.055026
0.03584,0.056659
0.035292,0.057873
0.034759,0.058732
0.034001,0.059721
0.033039,0.060911
0.032058,0.061999
0.031095,0.062855
0.030182,0.063507
0.029334,0.063999
0.028438,0.064483
0.02743,0.065051
0.026363,0.065647
0.025455,0.066088
0.024745,0.066321
0.024109,0.066454
0.023388,0.066517
0.022385,0.066531
0.021014,0.066517
0.019525,0.066454
0.018264,0.066335
0.017332,0.066194
0.01653,0.065984
0.01571,0.065647
0.014841,0.065142
0.013939,0.064518
0.01307,0.063844
0.012217,0.063037
0.011286,0.062027
0.010263,0.060913
0.0093447,0.059889
0.0086855,0.058976
0.0081636,0.057964
0.0075667,0.056703
0.0069021,0.055278
0.0061764,0.053735
0.0054193,0.052179
0.0048271,0.050832
0.0044776,0.049751
0.0042616,0.048804
0.0041067,0.047829
0.0039844,0.046805
0.0038296,0.045752
0.003647,0.044636
0.0035034,0.043444
0.0034422,0.042316
0.0034199,0.041368
0.0033699,0.040483
0.0032762,0.039523
0.0031762,0.038499
0.0030826,0.037475
0.0030214,0.036514
0.0029602,0.035672
0.0028777,0.034928
0.0028277,0.034205
0.0028165,0.033477
0.0028165,0.032908
0.0028054,0.032387
0.0027442,0.031346
0.0026117,0.029563
0.002468,0.027774
0.0023568,0.026285
0.0022632,0.024818
0.0022132,0.023142
0.0022132,0.02129
0.0022744,0.019397
0.0024292,0.017686
0.0026729,0.01631
0.0029937,0.015244
0.0034209,0.014345
0.0040179,0.013411
0.0047101,0.012346
0.0054183,0.011273
0.0060828,0.010312
0.0067085,0.0095193
0.0073453,0.0088169
0.0080599,0.0080523
0.0088393,0.0072608
0.0095539,0.0066008
0.01018,0.0060675
0.010744,0.0056259
0.01131,0.0052888
0.012069,0.005001
0.013164,0.0046497
0.014504,0.0041448
0.015937,0.0035353
0.017421,0.0029669
0.018926,0.0025253
0.020371,0.0022657
0.021784,0.0021882
0.02325,0.0022516
0.024701,0.0024478
0.026023,0.0027849
0.027148,0.0032898
0.028105,0.0039276
0.028992,0.0046652
0.029865,0.0055201
0.030569,0.0063116
0.031073,0.0068954
0.031494,0.0074428
0.031904,0.0080523
0.032313,0.0086348
0.032734,0.0091822
0.033183,0.0097648
0.033614,0.010388
0.033941,0.010985
0.034229,0.011582
0.034567,0.012234
0.034915,0.012985
0.035242,0.01396
0.035591,0.015124
0.035917,0.016238
0.036122,0.01708
0.036194,0.017628
0.036205,0.017979
0.036216,0.018239
0.036266,0.018421
0.036349,0.018498
NaN,NaN
