0.00035847,0.0016549
0.00036963,0.0017749
0.00043081,0.0021612
0.00058563,0.0028401
0.00084049,0.0036903
0.001189,0.0047204
0.0015875,0.0058572
0.001986,0.0069999
0.0023457,0.008024
0.0026729,0.0089085
0.0030325,0.0097789
0.003431,0.010725
0.0038296,0.011672
0.0041892,0.012528
0.0045053,0.013321
0.0048149,0.014086
0.0051198,0.014801
0.0054183,0.015475
0.0056731,0.01619
0.0058891,0.016969
0.006094,0.017825
0.0062988,0.018758
0.0065036,0.019655
0.0067196,0.020484
0.0069857,0.021424
0.0073341,0.022575
0.0077215,0.023886
0.0080812,0.025183
0.0084084,0.02644
0.008768,0.02773
0.0091889,0.02905
0.0096874,0.030438
0.010212,0.031735
0.010628,0.03276
0.01096,0.033659
0.011276,0.034633
0.011625,0.035735
0.011973,0.036941
0.0123,0.038162
0.01266,0.039341
0.013047,0.040483
0.013407,0.041522
0.013734,0.042484
0.014105,0.043564
0.014576,0.04494
0.015157,0.046594
0.01572,0.048191
0.016098,0.049407
0.016347,0.050389
0.016602,0.051386
0.016923,0.052628
0.01735,0.054292
0.017925,0.05628
0.018517,0.058063
0.019049,0.059495
0.019563,0.060758
0.020062,0.061972
0.020504,0.063064
0.020809,0.063787
0.020975,0.064167
0.021036,0.064363
0.021047,0.064412
0.021047,0.064271
0.021047,0.063907
0.021047,0.063417
0.021047,0.062897
0.021047,0.062378
0.021047,0.061859
0.021047,0.061326
0.02107,0.060743
0.021192,0.060106
0.021479,0.059431
0.021855,0.058653
0.022204,0.057812
0.022459,0.057111
0.022625,0.05659
0.022747,0.056043
0.022913,0.055342
0.023157,0.0545
0.023466,0.053539
0.023821,0.052529
0.024213,0.051583
0.024568,0.05079
0.024889,0.050087
0.025205,0.04928
0.025554,0.048284
0.025891,0.047219
0.026168,0.046222
0.026434,0.045233
0.026733,0.044209
0.027038,0.043171
0.027336,0.042147
0.027602,0.041186
0.027868,0.04033
0.028167,0.039509
0.028483,0.038561
0.028842,0.03734
0.029241,0.035903
0.02965,0.034437
0.03006,0.033048
0.03047,0.031687
0.030879,0.030362
0.031289,0.029183
0.031688,0.028102
0.032036,0.027014
0.032313,0.025907
0.03259,0.024741
0.032939,0.023338
0.033338,0.021782
0.033747,0.020294
0.034146,0.018955
0.034505,0.017854
0.034821,0.016955
0.03512,0.016113
0.035375,0.015293
0.035591,0.014556
0.035796,0.013812
0.035989,0.012984
0.036144,0.012101
0.036266,0.011273
0.03641,0.010558
0.036554,0.0099468
0.036665,0.0093501
0.03677,0.0087124
0.03687,0.0080382
0.036975,0.0072454
0.037075,0.0063129
0.037179,0.0053805
0.037279,0.0046018
0.037384,0.0040051
0.037484,0.0035494
0.037578,0.0032265
0.037628,0.0030161
0.03765,0.0028752
0.0377,0.0027566
0.037783,0.0026932
0.037833,0.0026791
0.037844,0.0026791
NaN,NaN
0.0096097,0.030193
0.0099049,0.030193
0.010936,0.030193
0.012859,0.030207
0.01505,0.030284
0.016871,0.030466
0.018156,0.030712
0.019143,0.030971
0.020262,0.031231
0.021673,0.03149
0.023122,0.031736
0.024312,0.031932
0.025233,0.032073
0.026057,0.032192
0.02681,0.032255
0.02748,0.032283
0.028039,0.032347
0.028504,0.032451
0.02887,0.032515
0.029202,0.032529
0.029557,0.032529
0.029938,0.032529
0.030231,0.032529
0.030397,0.032529
NaN,NaN
