-0.47264,-0.47628
-0.47138,-0.46872
-0.46513,-0.43326
-0.45115,-0.36353
-0.4268,-0.2713
-0.38287,-0.13238
-0.32641,0.031717
-0.2794,0.15407
-0.23787,0.24751
-0.19961,0.32772
-0.16496,0.39975
-0.12229,0.49008
-0.069755,0.60021
-0.023864,0.6966
0.0051294,0.75901
0.026851,0.80553
0.057507,0.86604
0.099673,0.94374
0.14416,1.0228
0.17932,1.0841
0.20242,1.1254
0.22299,1.1621
0.24866,1.2034
0.27996,1.2489
0.31481,1.2974
0.34937,1.3468
0.3824,1.3947
0.41208,1.4357
0.43374,1.462
0.45155,1.481
0.47063,1.5004
0.48433,1.5144
0.49044,1.5215
0.4937,1.5255
0.49651,1.5288
0.49914,1.5302
0.50055,1.5276
0.50086,1.5174
0.50275,1.4935
0.51715,1.4459
0.56156,1.364
0.63565,1.2545
0.71696,1.1378
0.79587,1.0225
0.87203,0.90876
0.94673,0.78586
1.0171,0.64976
1.0782,0.51396
1.1269,0.39671
1.167,0.29788
1.2024,0.21343
1.2333,0.14264
1.2627,0.079984
1.2977,0.0099896
1.3399,-0.069698
1.385,-0.15054
1.4229,-0.21834
1.4457,-0.26138
1.4571,-0.28511
1.4666,-0.30847
1.4784,-0.34311
1.4896,-0.37997
1.4988,-0.41419
1.5072,-0.4515
1.5141,-0.48285
1.5187,-0.49707
1.5219,-0.4999
1.5242,-0.4995
1.5242,-0.49727
1.5222,-0.4936
NaN,NaN
-0.064664,0.55292
-0.015424,0.55292
0.090331,0.55292
0.21572,0.55292
0.32489,0.55212
0.4138,0.54856
0.4909,0.54228
0.56076,0.53694
0.62261,0.5332
0.68147,0.53142
0.74077,0.53102
0.79774,0.53062
0.8499,0.52844
0.89676,0.52372
0.93627,0.519
0.96588,0.51682
0.98815,0.51642
1.0054,0.51642
1.019,0.51642
1.0308,0.51642
1.042,0.51642
1.0515,0.51642
1.0576,0.51642
1.0613,0.51642
1.0654,0.51642
1.0691,0.51642
NaN,NaN
