0.038746,2.331
0.04467,2.3054
0.069157,2.2063
0.11786,2.0142
0.17207,1.7912
0.21813,1.5741
0.26503,1.3486
0.32056,1.1141
0.37522,0.89339
0.41554,0.72962
0.44021,0.63027
0.45722,0.56594
0.47094,0.51951
0.48098,0.48525
0.48795,0.46793
0.49474,0.49156
0.5054,0.57699
0.5209,0.71917
0.53958,0.89483
0.55509,1.0414
0.56575,1.1435
0.57253,1.2082
0.58083,1.2439
0.59677,1.2504
0.62506,1.2232
0.67052,1.1667
0.73617,1.0815
0.80377,0.98431
0.86238,0.88541
0.90835,0.79219
0.94218,0.71808
0.96809,0.66457
0.98619,0.63248
0.99754,0.61393
1.006,0.60015
1.0137,0.59298
1.0211,0.60184
1.0331,0.64957
1.0549,0.75484
1.0781,0.88284
1.0934,0.99113
1.1024,1.0763
1.1085,1.1586
1.1133,1.2506
1.1194,1.3444
1.127,1.4281
1.1355,1.4971
1.1456,1.5524
1.1577,1.6033
1.173,1.6699
1.1944,1.7704
1.2185,1.8985
1.2395,2.028
1.2585,2.1434
1.277,2.2398
1.2907,2.3079
1.2979,2.3456
1.302,2.3674
1.304,2.3796
NaN,NaN
